date,Year,Month,heatindex,year
2012-08-31,2012 여름,8,23.55,2012
2013-06-01,2013 여름,6,21.95,2013
2013-06-02,2013 여름,6,23.25,2013
2013-06-03,2013 여름,6,21.77,2013
2013-06-04,2013 여름,6,22.49,2013
2013-06-05,2013 여름,6,24.61,2013
2013-06-06,2013 여름,6,25.03,2013
2013-06-07,2013 여름,6,25.59,2013
2013-06-08,2013 여름,6,26.15,2013
2013-06-09,2013 여름,6,27.07,2013
2013-06-10,2013 여름,6,26.94,2013
2013-06-11,2013 여름,6,24.18,2013
2013-06-12,2013 여름,6,20.56,2013
2013-06-13,2013 여름,6,22.82,2013
2013-06-14,2013 여름,6,24.64,2013
2013-06-15,2013 여름,6,24.72,2013
2013-06-16,2013 여름,6,22.58,2013
2013-06-17,2013 여름,6,22.33,2013
2013-06-18,2013 여름,6,21.66,2013
2013-06-19,2013 여름,6,24.27,2013
2013-06-20,2013 여름,6,25.54,2013
2013-06-21,2013 여름,6,26.5,2013
2013-06-22,2013 여름,6,25.26,2013
2013-06-23,2013 여름,6,23.14,2013
2013-06-24,2013 여름,6,23.33,2013
2013-06-25,2013 여름,6,24.87,2013
2013-06-26,2013 여름,6,24.62,2013
2013-06-27,2013 여름,6,25.03,2013
2013-06-28,2013 여름,6,25.41,2013
2013-06-29,2013 여름,6,27.85,2013
2013-06-30,2013 여름,6,29.01,2013
2013-07-01,2013 여름,7,28.25,2013
2013-07-02,2013 여름,7,24.74,2013
2013-07-03,2013 여름,7,24.91,2013
2013-07-04,2013 여름,7,25.13,2013
2013-07-05,2013 여름,7,25.45,2013
2013-07-06,2013 여름,7,25.22,2013
2013-07-07,2013 여름,7,24.82,2013
2013-07-08,2013 여름,7,24.45,2013
2013-07-09,2013 여름,7,24.45,2013
2013-07-10,2013 여름,7,25.28,2013
2013-07-11,2013 여름,7,24.62,2013
2013-07-12,2013 여름,7,23.66,2013
2013-07-13,2013 여름,7,23.99,2013
2013-07-14,2013 여름,7,24.22,2013
2013-07-15,2013 여름,7,26.3,2013
2013-07-16,2013 여름,7,28.77,2013
2013-07-17,2013 여름,7,24.29,2013
2013-07-18,2013 여름,7,24.9,2013
2013-07-19,2013 여름,7,28.71,2013
2013-07-20,2013 여름,7,28.92,2013
2013-07-21,2013 여름,7,28.98,2013
2013-07-22,2013 여름,7,26.35,2013
2013-07-23,2013 여름,7,25.65,2013
2013-07-24,2013 여름,7,25,2013
2013-07-25,2013 여름,7,25.9,2013
2013-07-26,2013 여름,7,26.53,2013
2013-07-27,2013 여름,7,26.08,2013
2013-07-28,2013 여름,7,25.32,2013
2013-07-29,2013 여름,7,26.59,2013
2013-07-30,2013 여름,7,26.19,2013
2013-07-31,2013 여름,7,26.32,2013
2013-08-01,2013 여름,8,29.86,2013
2013-08-02,2013 여름,8,30.39,2013
2013-08-03,2013 여름,8,32.98,2013
2013-08-04,2013 여름,8,32.3,2013
2013-08-05,2013 여름,8,31.17,2013
2013-08-06,2013 여름,8,26.57,2013
2013-08-07,2013 여름,8,32.11,2013
2013-08-08,2013 여름,8,33.98,2013
2013-08-09,2013 여름,8,34.85,2013
2013-08-10,2013 여름,8,32.98,2013
2013-08-11,2013 여름,8,31.99,2013
2013-08-12,2013 여름,8,33.52,2013
2013-08-13,2013 여름,8,32.21,2013
2013-08-14,2013 여름,8,31.45,2013
2013-08-15,2013 여름,8,32.2,2013
2013-08-16,2013 여름,8,32.5,2013
2013-08-17,2013 여름,8,32.19,2013
2013-08-18,2013 여름,8,32.04,2013
2013-08-19,2013 여름,8,31.11,2013
2013-08-20,2013 여름,8,28.89,2013
2013-08-21,2013 여름,8,29.57,2013
2013-08-22,2013 여름,8,31.15,2013
2013-08-23,2013 여름,8,26.07,2013
2013-08-24,2013 여름,8,26.49,2013
2013-08-25,2013 여름,8,27.61,2013
2013-08-26,2013 여름,8,27.66,2013
2013-08-27,2013 여름,8,25.71,2013
2013-08-28,2013 여름,8,26.23,2013
2013-08-29,2013 여름,8,25.55,2013
2013-08-30,2013 여름,8,25.25,2013
2013-08-31,2013 여름,8,23.87,2013
2014-06-01,2014 여름,6,24.76,2014
2014-06-02,2014 여름,6,22.7,2014
2014-06-03,2014 여름,6,18.96,2014
2014-06-04,2014 여름,6,22.75,2014
2014-06-05,2014 여름,6,22.82,2014
2014-06-06,2014 여름,6,24.4,2014
2014-06-07,2014 여름,6,23.44,2014
2014-06-08,2014 여름,6,21.51,2014
2014-06-09,2014 여름,6,22.65,2014
2014-06-10,2014 여름,6,23.63,2014
2014-06-11,2014 여름,6,20.52,2014
2014-06-12,2014 여름,6,21.08,2014
2014-06-13,2014 여름,6,21.21,2014
2014-06-14,2014 여름,6,22.41,2014
2014-06-15,2014 여름,6,23.16,2014
2014-06-16,2014 여름,6,23.78,2014
2014-06-17,2014 여름,6,24.78,2014
2014-06-18,2014 여름,6,24.36,2014
2014-06-19,2014 여름,6,22.6,2014
2014-06-20,2014 여름,6,24.05,2014
2014-06-21,2014 여름,6,23.31,2014
2014-06-22,2014 여름,6,23.6,2014
2014-06-23,2014 여름,6,20.9,2014
2014-06-24,2014 여름,6,22.78,2014
2014-06-25,2014 여름,6,23.72,2014
2014-06-26,2014 여름,6,24.32,2014
2014-06-27,2014 여름,6,24.16,2014
2014-06-28,2014 여름,6,23.84,2014
2014-06-29,2014 여름,6,24.14,2014
2014-06-30,2014 여름,6,25.27,2014
2014-07-01,2014 여름,7,25.95,2014
2014-07-02,2014 여름,7,25.79,2014
2014-07-03,2014 여름,7,22.55,2014
2014-07-04,2014 여름,7,26.6,2014
2014-07-05,2014 여름,7,25.88,2014
2014-07-06,2014 여름,7,25.68,2014
2014-07-07,2014 여름,7,28.13,2014
2014-07-08,2014 여름,7,25.9,2014
2014-07-09,2014 여름,7,31,2014
2014-07-10,2014 여름,7,30.62,2014
2014-07-11,2014 여름,7,28.39,2014
2014-07-12,2014 여름,7,25.43,2014
2014-07-13,2014 여름,7,25.33,2014
2014-07-14,2014 여름,7,26.28,2014
2014-07-15,2014 여름,7,28.54,2014
2014-07-16,2014 여름,7,26.63,2014
2014-07-17,2014 여름,7,25.93,2014
2014-07-18,2014 여름,7,26.08,2014
2014-07-19,2014 여름,7,29.85,2014
2014-07-20,2014 여름,7,31.2,2014
2014-07-21,2014 여름,7,29.98,2014
2014-07-22,2014 여름,7,25.92,2014
2014-07-23,2014 여름,7,23.96,2014
2014-07-24,2014 여름,7,21.7,2014
2014-07-25,2014 여름,7,30.45,2014
2014-07-26,2014 여름,7,23.16,2014
2014-07-27,2014 여름,7,24.95,2014
2014-07-28,2014 여름,7,26.44,2014
2014-07-29,2014 여름,7,26.56,2014
2014-07-30,2014 여름,7,31.69,2014
2014-07-31,2014 여름,7,33.15,2014
2014-08-01,2014 여름,8,33.66,2014
2014-08-02,2014 여름,8,34.26,2014
2014-08-03,2014 여름,8,26.65,2014
2014-08-04,2014 여름,8,26.47,2014
2014-08-05,2014 여름,8,29.67,2014
2014-08-06,2014 여름,8,24.68,2014
2014-08-07,2014 여름,8,24.61,2014
2014-08-08,2014 여름,8,26.11,2014
2014-08-09,2014 여름,8,26.44,2014
2014-08-10,2014 여름,8,23.87,2014
2014-08-11,2014 여름,8,23.32,2014
2014-08-12,2014 여름,8,25.77,2014
2014-08-13,2014 여름,8,24.32,2014
2014-08-14,2014 여름,8,22.34,2014
2014-08-15,2014 여름,8,24.68,2014
2014-08-16,2014 여름,8,26.07,2014
2014-08-17,2014 여름,8,24.2,2014
2014-08-18,2014 여름,8,22.37,2014
2014-08-19,2014 여름,8,22.17,2014
2014-08-20,2014 여름,8,24.64,2014
2014-08-21,2014 여름,8,23.29,2014
2014-08-22,2014 여름,8,24.56,2014
2014-08-23,2014 여름,8,25.25,2014
2014-08-24,2014 여름,8,25.36,2014
2014-08-25,2014 여름,8,25.84,2014
2014-08-26,2014 여름,8,25.7,2014
2014-08-27,2014 여름,8,24.51,2014
2014-08-28,2014 여름,8,25.03,2014
2014-08-29,2014 여름,8,25.11,2014
2014-08-30,2014 여름,8,24.51,2014
2014-08-31,2014 여름,8,24.07,2014
2015-06-01,2015 여름,6,21.76,2015
2015-06-02,2015 여름,6,23.04,2015
2015-06-03,2015 여름,6,23.09,2015
2015-06-04,2015 여름,6,24.19,2015
2015-06-05,2015 여름,6,19.53,2015
2015-06-06,2015 여름,6,22.21,2015
2015-06-07,2015 여름,6,23.46,2015
2015-06-08,2015 여름,6,22.43,2015
2015-06-09,2015 여름,6,22.23,2015
2015-06-10,2015 여름,6,25.03,2015
2015-06-11,2015 여름,6,24.72,2015
2015-06-12,2015 여름,6,23.68,2015
2015-06-13,2015 여름,6,24.53,2015
2015-06-14,2015 여름,6,23.05,2015
2015-06-15,2015 여름,6,24.17,2015
2015-06-16,2015 여름,6,24.98,2015
2015-06-17,2015 여름,6,23.82,2015
2015-06-18,2015 여름,6,24.51,2015
2015-06-19,2015 여름,6,24.63,2015
2015-06-20,2015 여름,6,20.07,2015
2015-06-21,2015 여름,6,22.06,2015
2015-06-22,2015 여름,6,23.86,2015
2015-06-23,2015 여름,6,24.59,2015
2015-06-24,2015 여름,6,25.68,2015
2015-06-25,2015 여름,6,24.95,2015
2015-06-26,2015 여름,6,21.07,2015
2015-06-27,2015 여름,6,25.05,2015
2015-06-28,2015 여름,6,25.53,2015
2015-06-29,2015 여름,6,25.56,2015
2015-06-30,2015 여름,6,24.47,2015
2015-07-01,2015 여름,7,23.77,2015
2015-07-02,2015 여름,7,23.88,2015
2015-07-03,2015 여름,7,23.3,2015
2015-07-04,2015 여름,7,23.98,2015
2015-07-05,2015 여름,7,24.34,2015
2015-07-06,2015 여름,7,25.34,2015
2015-07-07,2015 여름,7,25.43,2015
2015-07-08,2015 여름,7,23.57,2015
2015-07-09,2015 여름,7,26.36,2015
2015-07-10,2015 여름,7,31.09,2015
2015-07-11,2015 여름,7,33.76,2015
2015-07-12,2015 여름,7,25.08,2015
2015-07-13,2015 여름,7,23.26,2015
2015-07-14,2015 여름,7,25.98,2015
2015-07-15,2015 여름,7,29.43,2015
2015-07-16,2015 여름,7,24.99,2015
2015-07-17,2015 여름,7,23.51,2015
2015-07-18,2015 여름,7,24.24,2015
2015-07-19,2015 여름,7,24.93,2015
2015-07-20,2015 여름,7,29.47,2015
2015-07-21,2015 여름,7,30.12,2015
2015-07-22,2015 여름,7,31.13,2015
2015-07-23,2015 여름,7,29.68,2015
2015-07-24,2015 여름,7,24.69,2015
2015-07-25,2015 여름,7,24.98,2015
2015-07-26,2015 여름,7,25.93,2015
2015-07-27,2015 여름,7,26.13,2015
2015-07-28,2015 여름,7,30.36,2015
2015-07-29,2015 여름,7,26.62,2015
2015-07-30,2015 여름,7,32.83,2015
2015-07-31,2015 여름,7,31.32,2015
2015-08-01,2015 여름,8,31.13,2015
2015-08-02,2015 여름,8,29.39,2015
2015-08-03,2015 여름,8,30.6,2015
2015-08-04,2015 여름,8,29.94,2015
2015-08-05,2015 여름,8,31.26,2015
2015-08-06,2015 여름,8,32.17,2015
2015-08-07,2015 여름,8,32.35,2015
2015-08-08,2015 여름,8,29.3,2015
2015-08-09,2015 여름,8,28.71,2015
2015-08-10,2015 여름,8,29.08,2015
2015-08-11,2015 여름,8,28.78,2015
2015-08-12,2015 여름,8,28.83,2015
2015-08-13,2015 여름,8,28.2,2015
2015-08-14,2015 여름,8,28.26,2015
2015-08-15,2015 여름,8,29,2015
2015-08-16,2015 여름,8,25.98,2015
2015-08-17,2015 여름,8,26.11,2015
2015-08-18,2015 여름,8,28.94,2015
2015-08-19,2015 여름,8,28.48,2015
2015-08-20,2015 여름,8,25.68,2015
2015-08-21,2015 여름,8,25.26,2015
2015-08-22,2015 여름,8,25.66,2015
2015-08-23,2015 여름,8,26.18,2015
2015-08-24,2015 여름,8,26.43,2015
2015-08-25,2015 여름,8,22.16,2015
2015-08-26,2015 여름,8,21.8,2015
2015-08-27,2015 여름,8,24.84,2015
2015-08-28,2015 여름,8,23.43,2015
2015-08-29,2015 여름,8,24.21,2015
2015-08-30,2015 여름,8,25,2015
2015-08-31,2015 여름,8,25.81,2015
2016-06-01,2016 여름,6,23.16,2016
2016-06-02,2016 여름,6,23.28,2016
2016-06-03,2016 여름,6,22.23,2016
2016-06-04,2016 여름,6,21.25,2016
2016-06-05,2016 여름,6,24.3,2016
2016-06-06,2016 여름,6,23.52,2016
2016-06-07,2016 여름,6,21.89,2016
2016-06-08,2016 여름,6,22.08,2016
2016-06-09,2016 여름,6,23.86,2016
2016-06-10,2016 여름,6,24.73,2016
2016-06-11,2016 여름,6,23.43,2016
2016-06-12,2016 여름,6,23.68,2016
2016-06-13,2016 여름,6,23.47,2016
2016-06-14,2016 여름,6,23.8,2016
2016-06-15,2016 여름,6,20.94,2016
2016-06-16,2016 여름,6,21.03,2016
2016-06-17,2016 여름,6,23.48,2016
2016-06-18,2016 여름,6,24.55,2016
2016-06-19,2016 여름,6,24.02,2016
2016-06-20,2016 여름,6,24.65,2016
2016-06-21,2016 여름,6,26.06,2016
2016-06-22,2016 여름,6,24.61,2016
2016-06-23,2016 여름,6,24.33,2016
2016-06-24,2016 여름,6,23.28,2016
2016-06-25,2016 여름,6,22.77,2016
2016-06-26,2016 여름,6,24.36,2016
2016-06-27,2016 여름,6,24.35,2016
2016-06-28,2016 여름,6,24.73,2016
2016-06-29,2016 여름,6,25.29,2016
2016-06-30,2016 여름,6,24.53,2016
2016-07-01,2016 여름,7,24.07,2016
2016-07-02,2016 여름,7,23.58,2016
2016-07-03,2016 여름,7,23.53,2016
2016-07-04,2016 여름,7,21.89,2016
2016-07-05,2016 여름,7,22.95,2016
2016-07-06,2016 여름,7,22.87,2016
2016-07-07,2016 여름,7,23.83,2016
2016-07-08,2016 여름,7,28.64,2016
2016-07-09,2016 여름,7,29.55,2016
2016-07-10,2016 여름,7,29.59,2016
2016-07-11,2016 여름,7,31.04,2016
2016-07-12,2016 여름,7,26.36,2016
2016-07-13,2016 여름,7,26.32,2016
2016-07-14,2016 여름,7,29.46,2016
2016-07-15,2016 여름,7,26.59,2016
2016-07-16,2016 여름,7,20.93,2016
2016-07-17,2016 여름,7,21.72,2016
2016-07-18,2016 여름,7,24.22,2016
2016-07-19,2016 여름,7,28.26,2016
2016-07-20,2016 여름,7,30.54,2016
2016-07-21,2016 여름,7,30,2016
2016-07-22,2016 여름,7,31.82,2016
2016-07-23,2016 여름,7,32.31,2016
2016-07-24,2016 여름,7,31.67,2016
2016-07-25,2016 여름,7,32.45,2016
2016-07-26,2016 여름,7,31.29,2016
2016-07-27,2016 여름,7,30.71,2016
2016-07-28,2016 여름,7,31.07,2016
2016-07-29,2016 여름,7,26.03,2016
2016-07-30,2016 여름,7,32.49,2016
2016-07-31,2016 여름,7,32.99,2016
2016-08-01,2016 여름,8,31.85,2016
2016-08-02,2016 여름,8,29.8,2016
2016-08-03,2016 여름,8,31.46,2016
2016-08-04,2016 여름,8,34.05,2016
2016-08-05,2016 여름,8,35.02,2016
2016-08-06,2016 여름,8,35.33,2016
2016-08-07,2016 여름,8,32.98,2016
2016-08-08,2016 여름,8,34.58,2016
2016-08-09,2016 여름,8,32.92,2016
2016-08-10,2016 여름,8,33.04,2016
2016-08-11,2016 여름,8,34.45,2016
2016-08-12,2016 여름,8,35.41,2016
2016-08-13,2016 여름,8,34.9,2016
2016-08-14,2016 여름,8,33.87,2016
2016-08-15,2016 여름,8,32.3,2016
2016-08-16,2016 여름,8,31.98,2016
2016-08-17,2016 여름,8,32.53,2016
2016-08-18,2016 여름,8,32.74,2016
2016-08-19,2016 여름,8,32.98,2016
2016-08-20,2016 여름,8,32.66,2016
2016-08-21,2016 여름,8,33.66,2016
2016-08-22,2016 여름,8,33.96,2016
2016-08-23,2016 여름,8,31.16,2016
2016-08-24,2016 여름,8,31.12,2016
2016-08-25,2016 여름,8,29.37,2016
2016-08-26,2016 여름,8,23.32,2016
2016-08-27,2016 여름,8,23.19,2016
2016-08-28,2016 여름,8,21.22,2016
2016-08-29,2016 여름,8,21.98,2016
2016-08-30,2016 여름,8,20.8,2016
2016-08-31,2016 여름,8,17.7,2016
2017-06-01,2017 여름,6,23.38,2017
2017-06-02,2017 여름,6,20.6,2017
2017-06-03,2017 여름,6,20.57,2017
2017-06-04,2017 여름,6,21.63,2017
2017-06-05,2017 여름,6,23.89,2017
2017-06-06,2017 여름,6,20.05,2017
2017-06-07,2017 여름,6,17.53,2017
2017-06-08,2017 여름,6,19.9,2017
2017-06-09,2017 여름,6,20.96,2017
2017-06-10,2017 여름,6,21.6,2017
2017-06-11,2017 여름,6,22.58,2017
2017-06-12,2017 여름,6,22.25,2017
2017-06-13,2017 여름,6,21.47,2017
2017-06-14,2017 여름,6,21.8,2017
2017-06-15,2017 여름,6,22.94,2017
2017-06-16,2017 여름,6,25.35,2017
2017-06-17,2017 여름,6,24.29,2017
2017-06-18,2017 여름,6,24.27,2017
2017-06-19,2017 여름,6,24.69,2017
2017-06-20,2017 여름,6,25.78,2017
2017-06-21,2017 여름,6,25.63,2017
2017-06-22,2017 여름,6,25.2,2017
2017-06-23,2017 여름,6,27.36,2017
2017-06-24,2017 여름,6,24.74,2017
2017-06-25,2017 여름,6,23.66,2017
2017-06-26,2017 여름,6,23.12,2017
2017-06-27,2017 여름,6,24.98,2017
2017-06-28,2017 여름,6,25.87,2017
2017-06-29,2017 여름,6,26.2,2017
2017-06-30,2017 여름,6,25.87,2017
2017-07-01,2017 여름,7,25.17,2017
2017-07-02,2017 여름,7,24.71,2017
2017-07-03,2017 여름,7,24.43,2017
2017-07-04,2017 여름,7,28.69,2017
2017-07-05,2017 여름,7,29.07,2017
2017-07-06,2017 여름,7,30.23,2017
2017-07-07,2017 여름,7,26.33,2017
2017-07-08,2017 여름,7,25.97,2017
2017-07-09,2017 여름,7,26.43,2017
2017-07-10,2017 여름,7,24.12,2017
2017-07-11,2017 여름,7,25.75,2017
2017-07-12,2017 여름,7,29.82,2017
2017-07-13,2017 여름,7,29.67,2017
2017-07-14,2017 여름,7,31.63,2017
2017-07-15,2017 여름,7,25.18,2017
2017-07-16,2017 여름,7,25.99,2017
2017-07-17,2017 여름,7,29.33,2017
2017-07-18,2017 여름,7,26.42,2017
2017-07-19,2017 여름,7,31.34,2017
2017-07-20,2017 여름,7,33.79,2017
2017-07-21,2017 여름,7,34.99,2017
2017-07-22,2017 여름,7,34.81,2017
2017-07-23,2017 여름,7,31.14,2017
2017-07-24,2017 여름,7,26.3,2017
2017-07-25,2017 여름,7,32.53,2017
2017-07-26,2017 여름,7,29.84,2017
2017-07-27,2017 여름,7,28.43,2017
2017-07-28,2017 여름,7,25.45,2017
2017-07-29,2017 여름,7,29.37,2017
2017-07-30,2017 여름,7,29.71,2017
2017-07-31,2017 여름,7,25.92,2017
2017-08-01,2017 여름,8,31.66,2017
2017-08-02,2017 여름,8,35.42,2017
2017-08-03,2017 여름,8,33.53,2017
2017-08-04,2017 여름,8,33.24,2017
2017-08-05,2017 여름,8,36.52,2017
2017-08-06,2017 여름,8,35.26,2017
2017-08-07,2017 여름,8,32.88,2017
2017-08-08,2017 여름,8,30.48,2017
2017-08-09,2017 여름,8,29.83,2017
2017-08-10,2017 여름,8,24.84,2017
2017-08-11,2017 여름,8,28.92,2017
2017-08-12,2017 여름,8,28.98,2017
2017-08-13,2017 여름,8,26.4,2017
2017-08-14,2017 여름,8,24.63,2017
2017-08-15,2017 여름,8,22.13,2017
2017-08-16,2017 여름,8,23.13,2017
2017-08-17,2017 여름,8,24.49,2017
2017-08-18,2017 여름,8,26.3,2017
2017-08-19,2017 여름,8,25.99,2017
2017-08-20,2017 여름,8,23.31,2017
2017-08-21,2017 여름,8,25.69,2017
2017-08-22,2017 여름,8,29.21,2017
2017-08-23,2017 여름,8,30.01,2017
2017-08-24,2017 여름,8,29.55,2017
2017-08-25,2017 여름,8,25.49,2017
2017-08-26,2017 여름,8,24.18,2017
2017-08-27,2017 여름,8,22.6,2017
2017-08-28,2017 여름,8,21.92,2017
2017-08-29,2017 여름,8,19.63,2017
2017-08-30,2017 여름,8,19.54,2017
2017-08-31,2017 여름,8,22.04,2017
2018-06-01,2018 여름,6,23.71,2018
2018-06-02,2018 여름,6,23.51,2018
2018-06-03,2018 여름,6,23.71,2018
2018-06-04,2018 여름,6,22.88,2018
2018-06-05,2018 여름,6,23.57,2018
2018-06-06,2018 여름,6,23.09,2018
2018-06-07,2018 여름,6,22.3,2018
2018-06-08,2018 여름,6,21.74,2018
2018-06-09,2018 여름,6,23.68,2018
2018-06-10,2018 여름,6,21.3,2018
2018-06-11,2018 여름,6,20.56,2018
2018-06-12,2018 여름,6,21.18,2018
2018-06-13,2018 여름,6,21.98,2018
2018-06-14,2018 여름,6,21.65,2018
2018-06-15,2018 여름,6,21.86,2018
2018-06-16,2018 여름,6,22.3,2018
2018-06-17,2018 여름,6,22.73,2018
2018-06-18,2018 여름,6,24.8,2018
2018-06-19,2018 여름,6,22.59,2018
2018-06-20,2018 여름,6,22.7,2018
2018-06-21,2018 여름,6,23.64,2018
2018-06-22,2018 여름,6,24.69,2018
2018-06-23,2018 여름,6,24.57,2018
2018-06-24,2018 여름,6,25.15,2018
2018-06-25,2018 여름,6,27.64,2018
2018-06-26,2018 여름,6,22.9,2018
2018-06-27,2018 여름,6,22.19,2018
2018-06-28,2018 여름,6,23.39,2018
2018-06-29,2018 여름,6,24.66,2018
2018-06-30,2018 여름,6,24.35,2018
2018-07-01,2018 여름,7,22.03,2018
2018-07-02,2018 여름,7,22.44,2018
2018-07-03,2018 여름,7,29.56,2018
2018-07-04,2018 여름,7,29.59,2018
2018-07-05,2018 여름,7,25.39,2018
2018-07-06,2018 여름,7,24.06,2018
2018-07-07,2018 여름,7,23.76,2018
2018-07-08,2018 여름,7,23,2018
2018-07-09,2018 여름,7,21.02,2018
2018-07-10,2018 여름,7,23.34,2018
2018-07-11,2018 여름,7,26.62,2018
2018-07-12,2018 여름,7,29.36,2018
2018-07-13,2018 여름,7,29.69,2018
2018-07-14,2018 여름,7,30.52,2018
2018-07-15,2018 여름,7,31.18,2018
2018-07-16,2018 여름,7,31.22,2018
2018-07-17,2018 여름,7,30.23,2018
2018-07-18,2018 여름,7,30.46,2018
2018-07-19,2018 여름,7,30.9,2018
2018-07-20,2018 여름,7,32.34,2018
2018-07-21,2018 여름,7,32.85,2018
2018-07-22,2018 여름,7,33.76,2018
2018-07-23,2018 여름,7,34.33,2018
2018-07-24,2018 여름,7,35.38,2018
2018-07-25,2018 여름,7,34.56,2018
2018-07-26,2018 여름,7,34.77,2018
2018-07-27,2018 여름,7,36.81,2018
2018-07-28,2018 여름,7,36.14,2018
2018-07-29,2018 여름,7,33.79,2018
2018-07-30,2018 여름,7,33.65,2018
2018-07-31,2018 여름,7,35.25,2018
2018-08-01,2018 여름,8,39.08,2018
2018-08-02,2018 여름,8,38.99,2018
2018-08-03,2018 여름,8,38.68,2018
2018-08-04,2018 여름,8,35.02,2018
2018-08-05,2018 여름,8,35.4,2018
2018-08-06,2018 여름,8,37.36,2018
2018-08-07,2018 여름,8,34.41,2018
2018-08-08,2018 여름,8,36.18,2018
2018-08-09,2018 여름,8,33.85,2018
2018-08-10,2018 여름,8,34.36,2018
2018-08-11,2018 여름,8,33.84,2018
2018-08-12,2018 여름,8,34.11,2018
2018-08-13,2018 여름,8,35.55,2018
2018-08-14,2018 여름,8,35.58,2018
2018-08-15,2018 여름,8,35.98,2018
2018-08-16,2018 여름,8,31.82,2018
2018-08-17,2018 여름,8,26.92,2018
2018-08-18,2018 여름,8,26.55,2018
2018-08-19,2018 여름,8,28.35,2018
2018-08-20,2018 여름,8,30.35,2018
2018-08-21,2018 여름,8,28.49,2018
2018-08-22,2018 여름,8,32.59,2018
2018-08-23,2018 여름,8,31.78,2018
2018-08-24,2018 여름,8,24.63,2018
2018-08-25,2018 여름,8,25.22,2018
2018-08-26,2018 여름,8,23.31,2018
2018-08-27,2018 여름,8,22.43,2018
2018-08-28,2018 여름,8,23.82,2018
2018-08-29,2018 여름,8,25.01,2018
2018-08-30,2018 여름,8,25.45,2018
2018-08-31,2018 여름,8,25.56,2018
